ID,Template Name,Provider,Template ID,Alias,Rate Limit
01KBC1WHDFJ2JVNSBKGGG4DVJ9,email_approve_kyb_en,POSTMARK,42374554,email_approve_kyb_en,50
01KBC1ZN6M303AWR8FM6PBF7TM,email_approve_kyb_fr,POSTMARK,42374540,email_approve_kyb_fr,50
01KBF71J99PZW57TSER9T48Z3H,email_invite_admin_en,POSTMARK,42387963,email_invite_admin_en,50
01KBF71QQG7QJD3NBD8WZE0EKH,email_invite_admin_fr,POSTMARK,42388121,email_invite_admin_fr,50
01KBKQ3HNKBDQK39V3D3QMJ746,email_crypto_transaction_statement_en,POSTMARK,42408969,email_crypto_transaction_statement_en,50
01KBKQ528BS46TJ1ZY8ET436TD,email_crypto_transaction_statement_fr,POSTMARK,42408980,email_crypto_transaction_statement_fr,50
0ea14f34-ef8a-4f0c-b8d9-8051baea8e95,email_statement_transactions_by_period_en,POSTMARK,41360635,email_statement_transactions_by_period_en,50
14d14a38-a36f-4998-88f5-04ffad3bff7a,gn-b2b-receipt-missing-24h-en,POSTMARK,41981486,gn-b2b-receipt-missing-24h-en,50
3e7c3343-cb94-4096-b1c3-b5a01bbdb9da,email_document_ready_en,POSTMARK,41368698,email_document_ready_en,50
49cf2364-5262-11f0-bc20-4201c0a88001,email_holder_closure_immediately_without_balance_fr,POSTMARK,40432761,email_holder_closure_immediately_without_balance_fr,50
49d014a9-5262-11f0-bc20-4201c0a88002,email_compliance_request_need_additional_information_en,POSTMARK,40422093,email_compliance_request_need_additional_information_en,50
49d01b19-5262-11f0-bc20-4201c0a88003,email_compliance_request_need_additional_information_fr,POSTMARK,40423456,email_compliance_request_need_additional_information_fr,50
49d01f83-5262-11f0-bc20-4201c0a88004,email_subscription_payment_success_fr,POSTMARK,40432741,email_subscription_payment_success_fr,50
49d021c4-5262-11f0-bc20-4201c0a88005,email_holder_closure_deferred_schedule_notification_en,POSTMARK,40423067,email_holder_closure_deferred_schedule_notification_en,50
49d05028-5262-11f0-bc20-4201c0a88006,email_verify_otp_en,POSTMARK,40423429,email_verify_otp_en,50
49d0552c-5262-11f0-bc20-4201c0a88007,email_subscription_collection_remind_7_days_en,POSTMARK,40422230,email_subscription_collection_remind_7_days_en,50
49d05f9a-5262-11f0-bc20-4201c0a88008,email_subscription_payment_failed_warning_block_en,POSTMARK,40422512,email_subscription_payment_failed_warning_block_en,50
49d064be-5262-11f0-bc20-4201c0a88009,email_holder_closure_deferred_schedule_notification_fr,POSTMARK,40432746,email_holder_closure_deferred_schedule_notification_fr,50
49d0b71d-5262-11f0-bc20-4201c0a88010,email_subscription_collection_remind_7_days_fr,POSTMARK,40423701,email_subscription_collection_remind_7_days_fr,50
49d0bb8e-5262-11f0-bc20-4201c0a88011,email_subscription_collection_remind_3_days_en,POSTMARK,40422439,email_subscription_collection_remind_3_days_en,50
49d0bf0d-5262-11f0-bc20-4201c0a88012,email_holder_closure_fund_withdrawal_success_fr,POSTMARK,40432744,email_holder_closure_fund_withdrawal_success_fr,50
49d0c14a-5262-11f0-bc20-4201c0a88013,email_account_closure_success_fr,POSTMARK,40432915,email_account_closure_success_fr,50
49d0c33a-5262-11f0-bc20-4201c0a88014,email_subscription_collection_remind_3_days_fr,POSTMARK,40423789,email_subscription_collection_remind_3_days_fr,50
49d10e10-5262-11f0-bc20-4201c0a88015,email_subscription_collection_remind_24_hours_en,POSTMARK,40422503,email_subscription_collection_remind_24_hours_en,50
49d112be-5262-11f0-bc20-4201c0a88016,email_holder_not_in_supported_countries_alert_fr,POSTMARK,40432903,email_holder_not_in_supported_countries_alert_fr,50
49d11780-5262-11f0-bc20-4201c0a88017,email_account_closure_failed_fr,POSTMARK,40423232,email_account_closure_failed_fr,50
49d11ab6-5262-11f0-bc20-4201c0a88018,email_subscription_account_suspend_fr,POSTMARK,40432650,email_subscription_account_suspend_fr,50
49d11d95-5262-11f0-bc20-4201c0a88019,email_subscription_collection_remind_24_hours_fr,POSTMARK,40423704,email_subscription_collection_remind_24_hours_fr,50
49d121cd-5262-11f0-bc20-4201c0a88020,email_holder_closure_insufficient_funds_fr,POSTMARK,40432848,email_holder_closure_insufficient_funds_fr,50
49d12503-5262-11f0-bc20-4201c0a88021,email_subscription_collection_remind_today_en,POSTMARK,40422595,email_subscription_collection_remind_today_en,50
49d12732-5262-11f0-bc20-4201c0a88022,email_holder_not_in_supported_countries_alert_en,POSTMARK,40432902,email_holder_not_in_supported_countries_alert_en,50
49d1292a-5262-11f0-bc20-4201c0a88023,email_suscription_plan_weekly_reminder_fr,POSTMARK,40432740,email_suscription_plan_weekly_reminder_fr,50
49d12b26-5262-11f0-bc20-4201c0a88024,email_subscription_collection_remind_today_fr,POSTMARK,40432647,email_subscription_collection_remind_today_fr,50
49d12d1c-5262-11f0-bc20-4201c0a88025,email_password_reset_security_notification_en,POSTMARK,40419667,email_password_reset_security_notification_en,50
49d12f9d-5262-11f0-bc20-4201c0a88026,email_holder_closure_fund_withdrawal_success_en,POSTMARK,40423066,email_holder_closure_fund_withdrawal_success_en,50
49d13172-5262-11f0-bc20-4201c0a88027,email_account_closure_pending_en,POSTMARK,40432917,email_account_closure_pending_en,50
49d133e9-5262-11f0-bc20-4201c0a88028,email_password_reset_security_notification_fr,POSTMARK,40421978,email_password_reset_security_notification_fr,50
49d136c0-5262-11f0-bc20-4201c0a88029,email_holder_closure_immediately_without_balance_en,POSTMARK,40422900,email_holder_closure_immediately_without_balance_en,50
49d138ac-5262-11f0-bc20-4201c0a88030,email_holder_closure_insufficient_funds_en,POSTMARK,40423069,email_holder_closure_insufficient_funds_en,50
